data,datatype,sentiment
"The company , which makes garden tools , scissors and other consumer goods , said earnings were boosted by 6.9 mln eur of income it received from its 16.7 pct shareholding in Finnish engineering group Wartsila .",sentence,positive
The company anticipates its turnover for the whole 2010 to surpass that of the previous year when it was EUR 67.1 million .,sentence,positive
The company negotiated an amendment to the financial covenants of the present credit agreements in regard to the situation on 30 September 2010 .,sentence,neutral
The EPS improved to EUR0 .38 from EUR0 .27 .,sentence,positive
The expansion aims to attract new customers both in Finland and abroad .,sentence,positive
The Federal Secretary for Transport and Communication of Mexico has awarded Poyry and its Mexican partner Sintra a consulting contract in connection with the Buenavista-Cuautitlan suburban railway .,sentence,positive
"The financial impact is estimated to be an annual improvement of EUR2 .0 m in the division 's results , as of fiscal year 2008 .",sentence,positive
"The financial impact is estimated to be some 1.5 MEUR annual improvement in the division 's result , starting from fiscal year 2007 .",sentence,positive
The Finnish group anticipates a sales gain of EUR42m after tax and expenses .,sentence,positive
"The launch of the plant in June went well , and it has been producing the advanced fuel for a couple of weeks .",sentence,positive
The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .,sentence,positive
The rationalization of the operations seeks to achieve over EUR 1 million in yearly savings as from the second quarter of the current financial year .,sentence,positive
"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",sentence,positive
The stock of new machines is reasonably small and new orders bring work .,sentence,positive
The third order awarded to Outokumpu Technology is by Shalkiya Zinc of Kazakhstan for the Shalkiya zinc-lead project in Kazakhstan .,sentence,positive
These companies will be able to keep their market positions .,sentence,positive
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,sentence,positive
This lays a foundation for sustainable business development for the long term .,sentence,neutral
"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",sentence,positive
The world 's biggest magazine paper maker said the program to improve efficiency will include closing several of its least competitive mills and would cover all the company 's operations resulting in annual savings of some euro200 million US$ 240 million .,sentence,positive
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,sentence,positive
Uponor improved its performance in spite of the decrease in residential construction in the US .,sentence,positive
The inventor was issued U.S. Patent No. .,sentence,neutral
"Israeli cable network operator HOT Telecom has chosen Teleste , an international technology group , as its exclusive provider of FTTx equipment in Israel , according to Teleste today .",sentence,positive
Incap Corporation Stock Exchange Release 4 May 2010 at 8.30 a.m. INCAP CORPORATION 'S DIRECTED SHARE ISSUE WAS SUBSCRIBED IN FULL The Board of Incap Corporation has approved the subscriptions of directed share issue .,sentence,neutral
"Amer Sports divests an industrial site in Rumilly , France -  This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .",sentence,neutral
"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions .",sentence,neutral
The Board of Directors has proposed the Extraordinary General Meeting to authorise the Board to decide on the issuance of a maximum of 30mn new shares in one or more share issues .,sentence,neutral
`` BG Crane has been a strong partner for Hiab in Australia for many years .,sentence,neutral
"Once your plants are in the ground they will continue to grow , but the success of any garden lies in how well it 's maintained .",sentence,neutral
"The purchase of sites worth 300 million in the Thames Gateway will provide more than 1,200 homes .",sentence,neutral
"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services .",sentence,neutral
"The Group brand portfolio includes the leading brand in the industry , Rapala , and other global brands like VMC , Storm , Blue Fox , Luhr Jensen , Williamson , Marttiini and Sufix .",sentence,neutral
"It 's `` finger-friendly '' , and to my opinion , really fast .",sentence,neutral
"`` Thanks to my Nokia and Lulu , I am now proud to be a published His novel can be found here .",sentence,neutral
"`` The summer collection 2008 will be joyfully fresh like a vitamin injection , '' said H&M 's head of design Margareta van den Bosch .",sentence,neutral
"A maximum of 20 employees , who work in Karttakeskus and are responsible for producing Geographic Information Services , will be affected , the company added .",sentence,neutral
"About Marubeni Marubeni Corporation TSE : 8002 ; ADR : MARUY was established in 1858 , and is a core company of Marubeni Group , one of Japan 's leading general trading houses .",sentence,positive
"ABOUT MIDNIGHTTRADER : MidnightTrader is the premier source of extended-hours US equity trading analysis , news and forecasting for the retail and institutional investment community .",sentence,neutral
Juha-Pekka Weckstr+¦m has been appointed President of telecom group TeliaSonera Finland to succeed Esa Rautalinko .,sentence,neutral
"According to Pietinalho , doctors should motivate their patients who smoke every time they visit their doctors .",sentence,neutral
"According to the original merger plan , Scanfil would get a 79 % stake in the combined business .",sentence,neutral
"According to Ultrascan , with a software acquired from crackers , it has managed to change the mobile phone in a way that the phone was able to get hold of a one-time password sent by a bank via a text message .",sentence,neutral
"Additionally , retailers can use the same hardware across all tasks in stores and throughout the warehouse , providing substantial savings on support and infrastructure costs .",sentence,neutral
"Addus ' services include personal care and assistance with activities of daily living , skilled nursing and rehabilitative therapies , and adult day care .",sentence,neutral
"Aldata Solution Oyj Bertrand Sciard President and CEO Further information : Aldata Solution Oyj , Bertrand Sciard , President and CEO , tel. +33 1 46 48 28 00 Aldata 100 % Retail-Wholesale At Aldata 100 % of our business is dedicated to retail and wholesale business improvement .",sentence,neutral
Alfa group will have 43.9 % of voting stock in the new company and Telenor 35.4 % with a free float of 20.7 % .,sentence,neutral
All are welcome .,sentence,neutral
Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .,sentence,neutral
"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .",sentence,neutral
"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 .",sentence,neutral
At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,sentence,neutral
"By implementing the software the Finnish Army aims to unify and improve its operations in these application areas , QPR Software stated .",sentence,positive
"Cablevision Systems Corp. CVC Their Madison Square Garden division owns and operates the New York Knickerbockers basketball team ; they also own the Madison Square Garden Arena , the New York Rangers hockey team , the New York Liberty women 's basketball team , and the Hartford Wolf Pack hockey team .",sentence,neutral
"CapMan has six investment areas CapMan Buyout , CapMan Technology , CapMan Life Science , CapMan Russia , CapMan Public Market and CapMan Real Estate , and each of them has a dedicated team and funds .",sentence,neutral
"CapMan Plc Press Release 31 March 2008 Jukka Ruuska , President of the OMX Nordic Exchanges and the Stockholm Stock Exchange , will transfer to CapMan effective no later than September 2008 .",sentence,neutral
"cents The profile contains business operations , the company history , major products and services , prospects , key competitors , structure and key employees , locations and subsidiaries .",sentence,neutral
"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-£323-£6201 USA .",sentence,neutral
Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .,sentence,neutral
"FinancialWire tm is a fully independent , proprietary news wire service .",sentence,neutral
Finnish Civil Aviation Administration decided to temporarily reopen Finnish capital 's Helsinki airport since 3 p.m. to 11 p.m. Monday local time .,sentence,neutral
"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning - Magazine 's 2011 Teachers ' Choice Award for the Classroom .",sentence,positive
"Founded in 1946 , Strand Associates , which provides civil , environmental , transportation , electrical and mechanical engineering services , has 350 employees at 10 offices in Wisconsin , Alabama , Illinois , Indiana , Kentucky and Ohio .",sentence,neutral
Halonen 's office acknowledged receiving the letter but declined comment .,sentence,neutral
He believes that the soy-oats have a good chance of entering the UK market .,sentence,positive
"He does not believe , however , that HKScan or Atria will start to use imported meat as Finnish consumers prefer domestic products .",sentence,neutral
"Headquartered in this city , the company is nearly 75 years old and focuses on science-based innovation and technology for environmental measurement .",sentence,neutral
"However , in March 2009 , the government of St. Petersburg passed the front part of the building with the area 1,900 square metres and a land plot for a hotel worth USD 10-15mn to the company Delta .",sentence,neutral
"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .",sentence,neutral
"In the method the smelt spouts 2 are separated from the working area 6 by a shielding wall 8 , 10 arranged movable in relation to the smelt spouts .",sentence,neutral
"Investments span across various product and investment types , including retail , hospitality , office , and residential , with interests in real-estate portfolios , non-performing loans and corporate restructurings .",sentence,neutral
It also recovers valuable raw material for Kemira 's water chemical production .,sentence,neutral
"It is necessary to strengthen the company 's operations , however .",sentence,neutral
It will use the proceeds from the transaction to achieve its target .,sentence,neutral
"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall , and we have been very satisfied with the results .",sentence,positive
"Last year , Lemminkainen completed the Kouvola K-supermarket contract .",sentence,positive
Le Lay succeeds Walter G++nter and will be based in Finland .,sentence,neutral
"Lemminkainen Infra Oy 's subsidiary Lemminkainen Sverige AB will perform the construction work , which is expected to start in early 2011 and to be completed in the summer of 2013 .",sentence,neutral
"Los Angeles-based Pacific Office Properties Trust acquires , owns , and operates office properties in the western U.S. , focusing initially on the markets of Honolulu , San Diego , Los Angeles , and Phoenix .",sentence,neutral
"Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia , and will be actively advertised by Maxis in the end of May 2007 .",sentence,neutral
Medical Devices - Russia This brand-new market analysis gives a clear overview of the actual situation and future outlook of the medical device market in Russia .,sentence,neutral
"Metrics in QPR ScoreCard now support date , text and milestone-based values , which improve its support for managing projects around performance or process-related content .",sentence,positive
Mformation provides enhanced management of these applications by enabling configuration and control throughout their lifecycle .,sentence,neutral
"Mr. Jorma Valkama , Managing Director of Suomen Paikallissanomat Oy , states that Rannikkoseutu complements in an outstanding way the current product range of the company .",sentence,neutral
"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today .",sentence,neutral
"Neste Oil said that while results from its biomass to 3 liquids demonstration plant , commissioned in June 2009 , have been promising , no decision on a commercial plant has been taken .",sentence,neutral
"Nokia will continue to invest in future development of Qt , and Digia will be responsible for commercial licensing and services business .",sentence,neutral
"Nonwovens and specialty papers , made by Ahlstrom , are used in a large variety of everyday products , e.g. in filters , wipes , flooring , labels , and tapes .",sentence,neutral
"Now , Nokia has announced the launch of Bicycle Charger Kit that is compatible with all Nokia phones that have a 2 mm charging interface .",sentence,neutral
"On the basis of competitive bidding OOO Kitai Stroi , the Russian subsidiary of China State Construction Engineering Corporation , a construction company owned by China State , has been selected as the main constructor .",sentence,neutral
"Only this time , Nokia , India 's largest MNC , has sought out a topic that could spark off a million approaches ` Creativity in Emerging Markets .",sentence,neutral
Other carriers and handset makers spin it as a positive event that will raise interest for higher-end phones and pricier data plans .,sentence,positive
Other potential clients include public administration organizations investing in utility networks and services .,sentence,neutral
"Our solutions are fully Arabized , and our message is that we want to become the IT partner of choice for businesses in the Near-East region .",sentence,neutral
"Pearl Plaza LLC , the joint venture of SRV and Shanghai Industrial Investment Holdings Co Ltd , has concluded the investment decision on construction of the first phase of the shopping center in Saint Petersburg , Russia .",sentence,positive
"POYRY PLC Additional information by : Martin Kuzaj , President , Industry Business Group , Finland Tel. +358 10 33 21179 Sanna Paivaniemi , Director , Investor Relations , Poyry PLC , Finland Tel. +358 10 33 23002 Poyry is a global consulting and engineering company dedicated to balanced sustainability .",sentence,neutral
"Professional and consumer applications include personal navigation , personal safety , field and workflow management , and asset tracking .",sentence,neutral
Satama and Trainers ' House will remain as names and independent brands of the business areas .,sentence,neutral
"Talvik says the relocation of application programs on servers will continue , while HP servers were approved because of HP supplying a tailor-made solution to Elisa .",sentence,neutral
"Technopolis and the St. Petersburg government signed a cooperation memorandum in October 2005 to set up a techno-park in the Neudorf production zone in the village of Strelny , in the St. Petersburg suburbs .",sentence,positive
Tekla Structures 16 is ` all about you and your team ' and compatible with the Windows 7 operating system .,sentence,neutral
"Tekla Structures BIM Building Information Modeling software is being developed according to a long-term plan of improved user experience , process , and functionality .",sentence,positive
TeliaSonera is the leading telecommunications company in the Nordic and Baltic regions .,sentence,positive
"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company .",sentence,neutral
"The address location is provided to a local controller , preferably by wireless transmission , which then uses the address location to access the appliance control module .",sentence,neutral
The aim of the bridge solutions chosen is to minimize construction times while ensuring that traffic beneath the bridge on the Saimaa canal continues undisturbed .,sentence,neutral
The Bank is also examining the benefits of transferring the Swedish business to operate as a branch office so that the operations would be governed by Finland 's laws .,sentence,neutral
The company admits that 36 months is a relatively short time when operating in Russia .,sentence,neutral
The company has a wide selection of metal products and services .,sentence,neutral
"The company is in charge of all natural gas storage activities in France , Great Britain , and Germany .",sentence,neutral
The cooperation with airBaltic is expected to lead to the transfer of Finncomm to the ownership of airBaltic in time .,sentence,neutral
The Court 's decision will also promote genuine competition in services,sentence,neutral
"The Daily Graphic newspaper , in October , reported an initiative being embarked upon by the Fidelity Bank to partner Ghana Post , which has offices across the country , to offer financial services to the unbanked and under-banked in the country .",sentence,neutral
"The device can also be used for theft protection and positioning of vehicles , boats and other assets .",sentence,neutral
"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+Æskyl+Æ , Oulu and Vaasa , and to polytechnics to be announced later .",sentence,neutral
"The Estonian beverages maker A. Le Coq today brought to the market a new premium class beer , A. Le Coq Special , investing 6 million kroons EUR 383,000 into its development and planning to sell three million liters of the beer during the next year .",sentence,neutral
The first phase will be completed by the end of 2012 .,sentence,neutral
"The guidance has been set at 90 basis points over mid-swaps , the report said .",sentence,neutral
The invention carries International Patent Publication No. .,sentence,neutral
"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen .",sentence,neutral
"The inventors are Mukkavilli Krishna Kiran , Sabharwal Ashutosh and Aazhang Behnaam .",sentence,neutral
"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta .",sentence,neutral
The issuer is solely responsible for the content of this announcement .,sentence,neutral
The issuer is solely responsible for the content of this announcement .,sentence,neutral
"The market making in accordance with the agreement will begin on September 24 , 2009 .",sentence,neutral
"The offer price is $ 35 million , including cash of $ 10 million as net debt assumption of FACE , and $ 20 million worth of Cencorp shares to be issued to Savcor .",sentence,neutral
The ore body is sufficient to support anticipated production for at least 46 years .,sentence,neutral
The original patent was filed in Finland under application No. .,sentence,neutral
"The relocation of Ragot has already started and will be completed in the next few weeks , with the Waterqueen and Tortue moves planned for mid-2008 and VMC Europe during the third quarter of 2008 .",sentence,neutral
"The report provides a comprehensive insight into the company , including business structure and operations , executive biographies and key competitors .",sentence,positive
"The rewards to be paid on the basis of the earning period 2011 will correspond to the value of a maximum total of 364,000 Componenta Corporation shares including also the proportion to be paid in cash .",sentence,neutral
The right margin will be viewed separately in detail with every customer .,sentence,neutral
The service also enables users to watch e-mails in HTML format en is enhanced with 23 addition languages to choose from .,sentence,neutral
"The services also give the supplier opportunity to key-in invoices , receive orders electronically , to send order confirmations and to upload and create electronic catalogues .",sentence,positive
The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI .,sentence,neutral
"The total investment in the Vantaa plant extension will amount to around 10 million euro , and Okmetic 's share of the investments will be worth around 2.7 million .",sentence,neutral
"The value of the deal exceeds EUR500 ,000 , the company said .",sentence,neutral
"This implementation will upgrade the existing system , enabling voicemail and video mail to be housed on the same platform .",sentence,neutral
This is the second successful effort for the financial investor this year .,sentence,positive
Travel expenses would be reimbursed in accordance with the travel policy of the company .,sentence,neutral
Welcome !,sentence,neutral
Wellness services will be important in the future .,sentence,neutral
"You need to be ready when the window opens up , Rosberg said .",sentence,neutral
- Tikkurila inspires you to color your life .,sentence,neutral
: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,sentence,positive
CF2 Pty Ltd became a substantial holder in Renison Consolidated Mines NL on January 25 with 150 million shares ( 7.9 pc ) .,sentence,neutral
Raffles Equities Ltd became a substantial holder in Archer Exploration Ltd on January 12 with 11.7 million shares ( 18.2 pc ) .,sentence,neutral
"` For Nordea , moving into the new headquarters signifies the beginning of a new era .",sentence,positive
"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO .",sentence,neutral
`` Directors and shareholders alike should ask why these practices were allowed to continue . '',sentence,neutral
"`` Every partner will be allowed to buy a quantity of electricity corresponding to their share in the consortium , at production cost , '' a letter of intent said .",sentence,neutral
"`` I 'm happy with the outcome , '' Sneed said after the hearing .",sentence,positive
"`` Installation of the automatic varnishing line is an important part of the company 's strategy in the region of central and eastern Europe , '' said Jozef Misurec , the director of Ruukki Slovakia .",sentence,positive
`` It allows the young child to move forward with his life . '',sentence,positive
"`` Our decision and resolve on MeeGo is only stronger , '' she continued .",sentence,positive
`` The issues identified by Stonesoft affect a range of content inspection technology .,sentence,neutral
`` They want my credit card info and my personal details .,sentence,neutral
"`` We hope to clarify our policies to Finnish businesses where there are any gray areas , '' Motlanthe said .",sentence,neutral
"`` We will now , after the relevant authority approvals , make a mandatory bid as required by the Finnish Securities Markets Act .",sentence,neutral
1 November 2010 - Finnish textile and clothing company Marimekko Oyj ( HEL : MMO1V ) announced on Friday the opening of its first concept store in Seoul in cooperation with Japanese sector player Look Inc ( TYO : 8029 ) .,sentence,positive
A broad range of connectivity options including 3G - HSPA and Wi-Fi gives consumers high speed access to the Internet .,sentence,neutral
A new production line is being completed for the contract production of hormone treatments .,sentence,positive
A quick `` one-stop-shop '' to understand the company .,sentence,neutral
About Dopplr Dopplr is a service for smart travellers .,sentence,neutral
About Elcoteq Elcoteq SE is a leading electronics manufacturing services ( EMS ) company in the communications technology field .,sentence,positive
About Nokia Nokia is a pioneer in mobile telecommunications and the world 's leading maker of mobile devices .,sentence,positive
About Stonesoft Corporation Stonesoft Corporation ( OMX : SFT1V ) is an innovative provider of integrated network security solutions to secure the information flow of distributed organizations .,sentence,neutral
"According to Sweden 's Minister for Local Government and Financial Markets , Mats Odell , the decision to sell the State 's shares in telecom group TeliaSonera can only be carried out in cooperation with the State of Finland .",sentence,neutral
Finnish beverage company Olvi is introducing a new long drink Olvi Kultalonkero ( `` golden long drink '' ) in the market in Finland in the spring of 2009 .,sentence,neutral
"Finnish GeoSentric , a developer and provider of solutions , products , and technologies for location based services , has preliminary agreed on a EUR 6mn short-term funding with its leading investor .",sentence,positive
Finnish Raisio ( Diagnostics ) is launching new DNA-based quick tests to ensure the safety of food .,sentence,positive
Finnish Rautaruukki is selling its precision tube and automotive component processing unit Carl Froh in Germany to German Arques Industries .,sentence,neutral
"Finnish Suominen Corporation that makes wet wipes , nonwovens , and flexible packaging is starting employer-employee negotiations at its Tampere plant in Finland to lay off about 25 employees .",sentence,negative
Swedish Wallenberg family controlled Investor has bought a large stake of C shares in Swedish retail bank SEB .,sentence,neutral
"According to Arokarhu , some of the purchases that had been scanned into the cash register computer disappeared when the total sum key was pressed .",sentence,negative
"According to Barclays , the F-Secure software will protect users from hackers , viruses , spyware and other digital attacks .",sentence,neutral
"According to CapMan Plc 's Corporate Governance , the majority of the committees ' members shall be independent of the Company .",sentence,neutral
"According to Finnair Technical Services , the measure is above all due to the employment situation .",sentence,neutral
"According to Honka Japan 's Managing Director Marko Saarelainen , Honkarakenne exports about 200 ready made log houses to Japan a year .",sentence,neutral
"According to preliminary data from Slovakia 's Statistics Office , goods worth E36 .4 million were imported from Finland between January and October 2010 , making up 0.1 percent of Slovakia 's total imports .",sentence,neutral
"According to Seikku , the retail sector in Finland is controlled by 3-4 large actors , while food manufacturers are still relatively small .",sentence,neutral
"According to the company , staff will be laid off temporarily when necessary .",sentence,negative
"According to Tyrv+Æinen 's estimation , Japan is a very essential location in terms of Finnair 's Asian strategy .",sentence,neutral
"According to Vauramo , the plant 's lifting equipment is suitable for Asian and for some Chinese trucks .",sentence,neutral
"After the signing , the total amount of Aspo 's revolving credit facility agreements is EUR 50 million , which replaces the formerly valid agreements of EUR 80 million .",sentence,neutral
"Ahlstrom Corporation STOCK EXCHANGE RELEASE 13.02.2008 Ahlstrom , a global leader in high performance fiber-based materials , today announced the completion of the acquisition of Friend Group Inc. , which consists of West Carrollton Parchment Company and West Carrollton Converting Company .",sentence,neutral
"Aho is proud of the company 's new product , Lordi-Cola .",sentence,neutral
Aldata to Share Space Optimization Vision at Apollo User Group and 2009 Category Management Association Conferences ; Company Will Unveil New Solution that Combines Business Intelligence with Space Planning Data at Conferences,sentence,neutral
"ALEXANDRIA , Va. , Aug. 27 -- Timo Vataja of Tampere , Finland , Virve Inget of Oulu , Finland , have developed a computer program product with activating the right of use .",sentence,neutral
"Also , a seven-year historic analysis is provided for these markets .",sentence,neutral
"Also , a six-year historic analysis is provided for these markets .",sentence,neutral
"Also , a six-year historic analysis is provided for this market .",sentence,neutral
"Also , Technopolis plans to build a 100 million euro technology park at the special economic zone Neudorf in St. Petersburg , the St. Petersburg government said in February .",sentence,neutral
Also Chile is an important market area for forest machine companies .,sentence,neutral
Also the traditional grapevine carries a lot of weight .,sentence,neutral
Altia 's operating profit jumped to EUR 47 million from EUR 6.6 million .,sentence,positive
Altimo and TeliaSonera said yesterday that Usmanov would be welcome to join the new company .,sentence,positive
Amanda said that it had already made a USD5 .0 m investment commitment in Russia Partners II fund in July 2005 .,sentence,neutral
"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized .",sentence,neutral
An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com .,sentence,neutral
"Anttila 's online department store - NetAnttila - has an established position as the best-known , most visited and most shopped online store in Finland  .",sentence,neutral
"Apart from Nordea , also Ergo is competing for the position among the top three pension funds providers in Estonia .",sentence,neutral
"As a result of the merger , the largest professional electronics and telecommunications technology contract manufacturing center in Finland will be formed in Sievi .",sentence,neutral
As a result of the negotiations the employment of 130 blue - and white-collar employees at the Oulu plant would be terminated .,sentence,negative
"As of August 2008 , Glaston 's North Asian sales and service region is upgraded to a new market area , North Asia .",sentence,neutral
"As the world leaders in developing UV technology for municipal wastewater , drinking water , and industrial water treatment systems , Trojan Technologies was a logical partner in providing W+Ærtsil+Æ with UV technology for ballast water treatment .",sentence,neutral
"Aspo 's strong company brands - ESL Shipping , Leipurin , Telko and Kaukomarkkinat - aim to be the market leaders in their sectors .",sentence,neutral
"At this stage , a maximum of 60,000 Tulikivi Series A shares will be acquired , representing about 0.16 per cent of the company - s shares outstanding .",sentence,neutral
Atria Group is a leading Scandinavian meat products group .,sentence,positive
"Atria will launch a campaign in September to promote the CampoMos brand on the Moscow market , he said .",sentence,positive
BasWare Order Matching automatically matches purchase invoices with approved purchase orders .,sentence,neutral
"BG AD , Bulgaria 's leading Internet company .",sentence,positive
"Capacity of the facility made by Finland 's Vaahto Group is 86,000 tons of light coated paper .",sentence,neutral
"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .",sentence,neutral
"CapMan has four investment areas ( CapMan Buyout , CapMan Technology , CapMan Life Science and CapMan Real Estate ) , and each of them has a dedicated team .",sentence,neutral
Castecka said the town hall would hold talks with other investors interested in the zone .,sentence,neutral
Central Europe is an important market area for Honka .,sentence,neutral
cents Recognize potential partnerships and suppliers .,sentence,neutral
Certain shareholders have irrevocably agreed to vote in favor of the bond issue .,sentence,positive
"Changes being announced today will be effective after the close of trading on Friday , June 19 , 2009 .",sentence,neutral
Chief Financial Officer Jim Heindlmeyer said Beyond Oblivion is in advanced talks with the four major recording companies about its service .,sentence,neutral
"CHS Expo Freight is a major Finnish fair , exhibition and culture logistics company that provides logistics services to various events by land , air and sea .",sentence,neutral
Competition authorities will have to approve the deal before it can be finalized .,sentence,neutral
"Complete name of shareholder : Otto Henrik Bernhard Nyberg For further information , please contact Maija-Liisa Friman , CEO , tel. +358 9 7597 0711 .",sentence,neutral
Completion of the transaction is subject to a final agreement and a Due Diligence process .,sentence,neutral
Construction is expected to be completed in the summer of 2011 .,sentence,neutral
Consumers are now increasingly interested in what they can do with heir phones .,sentence,neutral
"Crucially , the decision to use ETSI ( European Telecommunication Standard Institute ) - backed DVB-H adds to the growing list of operators and equipment manufacturers opting for the standard ( see Global : 20 January 2006 : Competing Technologies Vie for Mobile TV ) .",sentence,neutral
Currently more than 100 of Global Fortune 500 companies are using SSH security solutions .,sentence,neutral
"Demand seems to have hit bottom now , and some signs of improvement can be seen .",sentence,positive
"DnB Nord of Norway is the `` most likely Nordic buyer '' for Citadele , while Nordea would be a `` good strategic fit '' , according to the document published by Pietiek .",sentence,neutral
Donations to universities The Annual General Meeting authorized the Board of Directors to donate max .,sentence,neutral
"Dopplr members share personal and business travel plans privately with their networks , and highlight interesting places to stay , eat and explore in cities around the world .",sentence,neutral
Dragonfly Love is another video shot from start to finish using the Nokia N8 .,sentence,neutral
"During the past 10 years the factory has produced many of Nokia 's most popular models including the Nokia 2760 , the Nokia 6300 as well as Nokia 's latest music device the Nokia 5800 Express Music .",sentence,neutral
EB will hold the exclusive rights to market the new entity 's product .,sentence,neutral
"Elcoteq 's Electronics Manufacturing Services ( EMS ) Business Segment serves customers globally in Engineering , Manufacturing and Fulfillment services .",sentence,neutral
"Elisa Corporation , headquartered in Helsinki , is a Finnish telecomms company offering private and corporate customers a comprehensive range of telecomms services .",sentence,neutral
"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''",sentence,positive
"Entire paper mills may be set up , especially in the new EU member states .",sentence,neutral
"EQT has completed its exit from Salcomp , a Finnish company that makes mobile phone chargers , by selling its remaining stake to Swedish investment group Nordstjernan for about ( EURO ) 35 million ( $ 47 million ) .",sentence,neutral
"Even so , Tulikivi emissions are well below some of the strictest state standards including Washington and Colorado .",sentence,neutral
FCC Chairman Kevin Martin said that fair play required extending the same deregulatory rules to the digital subscriber lines that telecom providers use for broadband networks .,sentence,neutral
"FinancialWire ( tm ) , in cooperation with the Investrend Broadcast Syndicate , also provides complete , daily conference call and webcast schedules as a service to shareholders and investors via the FirstAlert ( tm ) Networks oeFirstAlert ( tm ) Daily .",sentence,neutral
Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) said on Friday ( 27 June ) that it has completed employee negotiations regarding a reorganisation of its operations .,sentence,positive
Finnish consumers prefer to buy the cheapest beer brand .,sentence,neutral
"Finnish engineering and technology company Metso Oyj said on May 27 , 2008 it completed the acquisition of paper machinery technology from Japanese engineering company Mitsubishi Heavy Industries ( MHI ) for an undisclosed sum .",sentence,positive
"Finnish holding company Panostaja Oyj said on June 12 , 2007 it has signed a letter of intent to acquire local Lahden Lampokasittely Oy and Heatmasters Oy , active in the heat treatment of metals , for a total 3.1 mln euro ( $ 4.1 mln ) .",sentence,neutral
Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) announced today the launch of Tikkurila ProHouse method for protection of wooden surfaces via treatment with Ultra Pro waterborne products .,sentence,neutral
"Following the registration , the number of issued and outstanding shares of Basware is 12,890,829 .",sentence,neutral
Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform .,sentence,neutral
"Founded in 1649 , Fiskars has over 360 years of product quality excellence and is Finland 's oldest company .",sentence,neutral
"Furthermore , our fully electrically driven cranes are environmentally friendly .",sentence,positive
GenVec is a biopharmaceutical company developing novel therapeutic drugs and vaccines .,sentence,neutral
"GeoSentric 's flagship product is the GyPSii platform , which uses pioneering geo-location software technology to connect people to people , and people to places with new and exciting social community and location-specific services .",sentence,neutral
"Glaston 's well-known brands are Bavelloni , in pre-processing machines and tools , Tamglass and Uniglass , in safety glass machines and Albat + Wirsam in software solutions .",sentence,neutral
"Glaston 's well-known brands are Bavelloni , in pre-processing machines and tools , Tamglass and Uniglass in safety glass machines and Albat + Wirsam in software solutions .",sentence,neutral
"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares .",sentence,neutral
Grapevine city officials in September approved $ 35 million in tax rebates and grants for the expansion .,sentence,positive
