data,datatype,sentiment
U.S. Mortgage Rates Reach Record Low for Ninth Consecutive Week,headline,negative
"Copper Prices Fall, Ending Three-Day Rising Streak",headline,neutral
"Stocks, Commodities, and Euro Decline Amid U.S. Economic Recovery Concerns",headline,neutral
ECB's Weber Suggests Stimulus Should Continue Until 2021 Q1,headline,negative
"S&P 500 Drops to Lowest in a Month, Extending Weekly Loss",headline,neutral
Euro Slumps as Dollar Strengthens Against Major Counterparts,headline,neutral
"U.S. Economic Growth Forecast to Slow, According to Bloomberg Survey",headline,neutral
Defensive Assets Bias as Investors Fear Double Dip Recession,headline,negative
German Bund Yields Hit Record Lows After ECB Comments,headline,negative
Shanghai Composite Index Falls on Inflation and Monetary Easing Concerns,headline,negative
JPMorgan Cuts China's Growth Forecasts for 2020 and 2021,headline,neutral
"Metals Prices Fall on London Metal Exchange Led by Lead, Tin, and Zinc",headline,neutral
Corporate Bond Default Insurance Costs Rise Amid Slowing U.S. Growth Concerns,headline,negative
S&P 500 Hits Five-Week Low Amid Recession Fears,headline,neutral
Two-Year Treasury Yields Near Record Low,headline,neutral
Oil Prices Decline for Fourth Consecutive Day,headline,neutral
U.S. Economic Recovery Threatened by Weak Data,headline,neutral
U.S. Housing Market Slump May Hinder Economic Recovery,headline,neutral
S&P 500 Companies Report 48 Percent EPS Growth,headline,neutral
"Global M&A Activity Reaches $1.29 Trillion, Up 23 Percent Year-Over-Year",headline,neutral
European Stocks Rebound Led by Banking and Retail Sectors,headline,positive
Yen Strengthens as BOJ and Japanese PM Fail to Address Currency Rally,headline,negative
German Bond Yields Increase Following Record Lows,headline,neutral
Rice Prices Set to Rally After Poor Grain Harvests,headline,positive
Stocks and Oil Prices Fall as Home Sales Plunge,headline,negative
Treasuries and Yen Rally Amid Economic Concerns,headline,negative
S&P 500 Hits Lowest Close Since Early July,headline,negative
Nikkei 225 Enters Bear Market; MSCI World Index Drops,headline,negative
Yen Reaches Highest Level Against Dollar Since 1995,headline,negative
U.S. 10-Year Treasury Yields Hit 17-Month Low,headline,negative
Existing Home Sales Reach Lowest in a Decade,headline,negative
Homebuilders' Stocks Rise After Citigroup Comments,headline,neutral
Boeing and Alcoa Lead Dow Jones Industrial Average Decline,headline,negative
Dell Considers Raising Bid for 3Par Inc.,headline,negative
Record Low Yield in $37 Billion U.S. Two-Year Treasury Auction,headline,negative
European Stocks Fall; CRH Plc and Vedanta Resources Plc Suffer Losses,headline,negative
German Government Bonds Yield Falls to Record Lows,headline,negative
Irish and Greek Government Debt Spreads Widen to Record Levels,headline,negative
U.S. Corporate Credit Risk Rises to Seven-Week High,headline,negative
Yen and Swiss Franc Appreciate; Pound Weakens,headline,negative
Chicago Board Options Exchange Volatility Index Jumps 6.5%,headline,positive
Commodities Market Slips; Nickel and Crude Oil Prices Drop,headline,negative
Gold Prices Rebound as Investors Seek Safe Haven,headline,positive
MSCI Emerging Markets Index Drops; Philippine Stocks and Peso Fall,headline,negative
Asian Stocks Poised for Gains Amid Anticipation of Chinese Economic Data,headline,neutral
President Trump Outlines Phased Reopening Guidelines Amid COVID-19,headline,positive
U.S. Stocks Close Higher; Boeing to Resume Plane Production,headline,positive
Nasdaq 100 Erases 2020 Losses; Gilead's Drug Shows Patient Improvement,headline,positive
U.S. Dollar Strengthens; Treasury Yields Hold Steady,headline,positive
Oil Prices Remain Below $20 a Barrel for Second Consecutive Day,headline,positive
U.S. Unemployment Claims Reach 22 Million in Four Weeks,headline,positive
March Sees Largest Drop in New Home Construction Since 1984,headline,positive
S&P 500 Sees 0.6% Increase; Futures Rise in Japan and Australia,headline,positive
Euro and Yen Exchange Rates Against Dollar in Current Trading,headline,neutral
10-Year Treasury Yields Unchanged at 0.63%,headline,positive
"Gold Price Stands at $1,717.27 an Ounce in Recent Trading",headline,positive
S&P 500 Drops to Seven-Week Low Amid Economic Recovery Concerns,headline,negative
U.S. Treasury Yields Fall Following $29 Billion Auction of Seven-Year Debt,headline,negative
Dollar Weakens Against Major Currencies as Oil Prices Rise,headline,positive
Spanish Court Ruling on Tax Collection Methods Sparks Deficit Cut Concerns,headline,neutral
"U.S. Jobless Claims Fall More Than Expected to 473,000",headline,negative
U.S. GDP Growth Expected to Slow to 1.4% in Second Quarter,headline,negative
Fed Chairman Bernanke to Discuss Economic Outlook at Jackson Hole Symposium,headline,negative
Birinyi Associates Cuts S&P 500 Year-End Forecast by 7.5%,headline,negative
Spanish Government Faces Tax Revenue Delays After Court Ruling,headline,neutral
MSCI World Index Trims Gains Amid Global Market Volatility,headline,neutral
Yen and Dollar Depreciate as Zinc and Copper Prices Rise,headline,positive
Russian Micex Index and South African Rand Strengthen on Commodity Price Rise,headline,neutral
Stocks and Commodities Surge as Bernanke Commits to Economic Recovery,headline,positive
"S&P 500 Rises 1.7%, Reducing Weekly Decline",headline,positive
Ten-Year Treasury Yields Jump 17 Basis Points,headline,positive
Yen Weakens Amid Japanese Prime Minister's Efforts to Curb Rally,headline,positive
U.S. GDP Growth in Q2 Exceeds Economist Estimates,headline,positive
Bernanke Indicates Fed Willing to Use Unconventional Measures if Necessary,headline,positive
"Stoxx Europe 600 Index Climbs, Reducing Weekly Loss",headline,positive
Royal Vopak NV Shares Rally After Profit Outlook Increase,headline,positive
"Airbus A350 Production Targets Cut, Shares Slide",headline,negative
Fairfax Media Ltd. and ICBC Shares Jump on Earnings Beat,headline,positive
German 30-Year Bond Yields Rise Post-Bernanke Speech,headline,positive
Yen Drops Against Dollar and Euro Following Kan's Comments,headline,neutral
"Oil Prices Rebound, Increasing by 2.5%",headline,positive
U.S. Stocks Drop as Personal Income Growth Underwhelms,headline,negative
Treasuries Rally Amid Economic Growth Concerns,headline,negative
Yen Strengthens Against Major Currencies,headline,neutral
S&P 500 Suffers Losses Led by Financial and Consumer Sectors,headline,negative
Bank of America and Intel Corp. Drive Dow Jones Decline,headline,negative
Citigroup Inc. Shares Fall After Analyst Expresses Trust Concerns,headline,negative
"U.S. Disposable Incomes Decline, Threatening Consumer Spending",headline,negative
Global M&A Activity Rises 25% Year-Over-Year,headline,negative
Intel Acquires Infineon's Wireless Unit for $1.4 Billion,headline,negative
Sanofi-Aventis Proposes $18.5 Billion Bid for Genzyme Corp.,headline,negative
Posco to Purchase Daewoo International Corp. for $2.8 Billion,headline,neutral
U.S. Treasuries on Track for Fifth Monthly Gain,headline,negative
German Bonds Yield Near Record Low,headline,negative
Bank of Japan's Credit-Easing Measures Fail to Weaken Yen,headline,neutral
Japan Announces $10.8 Billion Stimulus Plan,headline,neutral
Copper Reaches Four-Month High on New York Mercantile Exchange,headline,positive
Oil Prices Dip Below $75 a Barrel,headline,neutral
Bernanke Commits to Safeguarding Economic Recovery,headline,negative
Consumer Spending Growth Expected to Slow,headline,negative
Credit Default Swaps Rise as Investor Confidence Wanes,headline,negative
Wheat and Corn Prices Surge on Supply Concerns,headline,positive
Treasuries Rally as Fed Highlights Economic Recovery Risks,headline,neutral
"Oil Prices Decline, Falling Below $72 a Barrel",headline,negative
"S&P 500 Index Recovers, August Losses Reduced to 4.7%",headline,neutral
Dollar Fluctuates Against Euro and Yen Following Fed Minutes,headline,neutral
U.S. Equities React to Fed's Quantitative Easing Speculations,headline,neutral
AT&T and JPMorgan Chase Lead Dow Jones Industrial Average Higher,headline,positive
"Consumer Confidence Index Rebounds, Suggesting Economic Stability",headline,neutral
Home Prices in 20 U.S. Cities Rise More Than Expected,headline,neutral
U.S. Banks Report Highest Quarterly Profit in Nearly Three Years,headline,positive
10-Year Treasury Yield Sees Largest Monthly Drop Since 2008,headline,negative
"German Bunds Rally, Marking Best Month Since November 2008",headline,positive
"Credit Index Rises, Indicating Worsening Investor Confidence",headline,neutral
Soybean and Corn Prices Drop on Slowing Demand,headline,negative
Copper Futures Experience Largest Drop Since Early August,headline,negative
Global Stocks Surge on U.S. and China Manufacturing Growth,headline,positive
Treasuries Fall as Economic Optimism Rises,headline,positive
Copper and Aluminum Prices Rally Over 2.4 Percent,headline,positive
Australian Dollar Strengthens on Economic Growth Data,headline,positive
S&P 500 Recovers from August Losses with 3 Percent Jump,headline,positive
Manufacturing Expansion Eases Fears of Global Economic Slowdown,headline,positive
"U.S. Companies Unexpectedly Cut 10,000 Jobs in August",headline,positive
Corporate Credit Risk Indicator in U.S. Drops for First Time This Week,headline,positive
European Stocks Climb; Mining Companies Lead the Advance,headline,positive
MSCI Asia Pacific and Emerging Markets Indexes Gain on Manufacturing Data,headline,positive
Swiss Franc Depreciates; Australian Dollar Rises Against Major Currencies,headline,positive
S&P GSCI Commodity Index Records First Increase in a Week,headline,positive
Crude Oil Prices Surge to $73.98 a Barrel,headline,positive
Corn Prices Hit Highest Since June 2009 Amid U.S. Weather Concerns,headline,positive
Gold Prices Dip as Equities Rebound Reduces Safe-Haven Demand,headline,positive
U.S. Stocks Rise Following Unexpected Jump in Home Sales,headline,positive
Treasuries Fall as Economic Data Signals Recovery,headline,positive
Oil Prices Advance After Gulf of Mexico Platform Explosion,headline,positive
Swiss Franc Nears Parity with U.S. Dollar for First Time This Year,headline,neutral
"U.S. Jobless Claims Drop, Beating Economists' Forecasts",headline,positive
S&P 500 Sees Largest Two-Day Gain Since July,headline,positive
Consumer and Industrial Sectors Lead Gains in S&P 500,headline,positive
U.S. Treasury to Auction $13 Billion in 30-Year Bonds,headline,positive
Corporate Credit Risk Drops to Two-Week Low in U.S.,headline,positive
MSCI Asia Pacific and Emerging Market Indexes Climb,headline,positive
U.S. Dollar Weakens Against Major Peers; Swiss Franc and Pound Fluctuate,headline,positive
Crude Oil Rebounds to $75.02 a Barrel Amid Supply Concerns,headline,positive
Commodity Bets Surge to Pre-Lehman Collapse Levels,headline,positive
Gold Price Increases on Alternative Asset Demand Amid Equity Risks,headline,positive
Nickel and Lead Prices Surge on Supply Shortage Predictions,headline,positive
Stocks Rally as S&P 500 Records Biggest Weekly Gain Since July,headline,positive
Treasuries and Dollar Fall Post Positive Employment Report,headline,neutral
"Private Payrolls Growth Fuels Economic Optimism, Avoids Recession Fears",headline,positive
"Global Equities Add $1.2 Trillion in Value, Dow Erases 2010 Losses",headline,positive
U.S. Non-Manufacturing Business Index Declines in August,headline,positive
"Private Jobs Increase Exceeds Forecast, Easing Unemployment Concerns",headline,positive
Financial and Technology Sectors Lead S&P 500 Industry Gains,headline,positive
U.S. Investor Optimism Rebounds from 17-Month Low,headline,positive
S&P 500 Rebounds from Worst August in Nine Years,headline,positive
U.S. Bond Market Signals Low Likelihood of Recession,headline,positive
"Corporate Credit Risk Falls, Indicating Improved Investor Confidence",headline,positive
Emerging Markets Projected to Outperform Developed Nations,headline,positive
"Dollar, Yen, and Franc Weaken Amidst Shift to Riskier Assets",headline,negative
Wheat and Corn Prices Surge Due to Dim Supply Outlook,headline,positive
Crude Oil Prices May Fall as U.S. Refineries Enter Maintenance Season,headline,positive
Global Stocks Hit Four-Week High Amid Economic Growth Optimism,headline,positive
Industrial Metals Rally as Economic Prospects Improve,headline,positive
European Bonds Recover After Three Days of Losses,headline,neutral
"MSCI World Index Climbs, S&P 500 Futures See Gains",headline,positive
"Brazil's Bovespa Index Advances, German Bunds and U.K. Gilts Rise",headline,positive
"Copper and Nickel Prices Increase, Oil Prices Decline",headline,neutral
U.K. Factory Production Grows at Record Pace in Q3,headline,positive
G20 Nations Confident in Moderate Global Recovery,headline,positive
S&P 500 Index Up 3.75% on Positive Economic Reports,headline,positive
German Utilities E.ON AG and RWE AG Shares Climb After Nuclear Extension Deal,headline,positive
GN Store Nord A/S Shares Surge After Tribunal Award,headline,positive
"German 10-Year Bond Yields Attract Investors, Yields Decline",headline,positive
Technology Stocks Lead Gains in MSCI Asia Pacific Index,headline,positive
Samsung Electronics Co. May Invest $26 Billion in 2011,headline,positive
MSCI Emerging Markets Index Rises for Fourth Consecutive Day,headline,positive
"Jakarta Composite Index Reaches Record High, Other Emerging Markets Also Gain",headline,positive
Chinese Yuan Strengthens Amid U.S.-China Economic Talks,headline,neutral
Brazilian Real and New Zealand Dollar Strengthen Against U.S. Dollar,headline,negative
Euro Remains Steady Against U.S. Dollar,headline,neutral
Global Stocks and Irish Bonds Fall Amid European Debt Concerns,headline,neutral
Gold Reaches Record High and Yen Hits 15-Year Peak Versus Dollar,headline,positive
U.S. and German Bonds Rally as Investors Seek Safe Havens,headline,negative
"Greek, Portuguese, and Irish Bond Yields Soar to Record Spreads Over German Bunds",headline,positive
European Banks Face More Capital Needs Amid Bond Holdings Concerns,headline,negative
"S&P 500 Ends Five-Day Winning Streak, Financial Stocks Lead Decline",headline,negative
Obama Proposes Tax Relief and Infrastructure Spending to Boost Economy,headline,negative
Central Banks in Japan and Australia Signal Concern Over U.S. Growth,headline,neutral
"German Factory Orders Unexpectedly Drop, Signaling Economic Slowdown",headline,negative
European Bank Stress Tests Understate Sovereign Debt Holdings,headline,negative
"Corporate Credit Risk in U.S. Rises, Breaking Four-Day Falling Streak",headline,negative
Yen Strengthens as Investors Anticipate More U.S. Monetary Easing,headline,positive
Gold Futures Close at All-Time High on Comex in New York,headline,positive
Copper and Crude Oil Prices Decline in New York Trading,headline,neutral
"Emerging Markets Index Falls for First Time This Month, Led by Hungarian and Russian Stocks",headline,negative
Stocks Rebound as European Debt Concerns Ease,headline,positive
S&P 500 Gains 0.6 Percent Amidst Market Recovery,headline,positive
"Portuguese and Polish Bond Demand Improves, Easing Recession Fears",headline,positive
U.S. Treasuries Yield Rises as Recession Risk Diminishes,headline,positive
Dollar Weakens as Investors Shift to Riskier Assets,headline,negative
Costco and Staples Shares Rise on Goldman Sachs Recommendation,headline,positive
Apple Inc. Shares Rally After UBS Raises Profit Estimates,headline,positive
Financial Stocks Lead Gains in Dow Jones Industrial Average,headline,positive
Global Regulators Set to Introduce New Bank Capital Requirements by 2013,headline,positive
Federal Reserve Reports U.S. Economic Expansion with Signs of Deceleration,headline,positive
President Obama Urges Congress to Pass Business and Middle-Income Tax Cuts,headline,positive
"BP Plc Credit Rating Raised by Fitch, Shares Jump 1.3 Percent",headline,positive
German Exports Decline for First Time in Three Months,headline,positive
U.S. 10-Year Treasury Auction Sees High Foreign Bank Participation,headline,positive
"Irish Government Plans to Split Anglo Irish Bank, Easing Bond Yields",headline,neutral
Gold Futures Retreat from Near Record Highs,headline,neutral
Crude Oil Prices Increase on New York Mercantile Exchange,headline,positive
MSCI Emerging Markets Index Falls Slightly,headline,positive
China Mobile Shares Drop After Vodafone Stake Sale Announcement,headline,positive
Stocks Rise as U.S. Jobless Claims Fall More Than Expected,headline,positive
Treasuries Decline and Gold Drops Amid Economic Optimism,headline,negative
Australian Dollar Strengthens on Positive Jobs Data,headline,positive
S&P 500 Sees Gains as Financial Sector Leads Market Rally,headline,positive
Deutsche Bank AG Considers $11.4 Billion Stock Sale,headline,negative
Analysts Predict Increase in Bank Takeovers and Share Buybacks,headline,positive
U.S. Banks Positioned Well for Basel III Capital Requirements,headline,positive
JPMorgan Chase & Co. Shares Rally on Dividend Boost Prospects,headline,positive
Federal Reserve Reports U.S. Economic Expansion with Signs of Deceleration,headline,positive
European Central Bank Member Dismisses Double-Dip Recession Likelihood,headline,positive
S&P 500 Rebounds in September on Manufacturing and Housing Data,headline,positive
U.S. Appeals Court Suspends Ban on Stem-Cell Research Funding,headline,positive
Australia Reports Stronger-Than-Expected Employment Growth,headline,positive
U.S. Dollar Weakens as U.K. Trade Deficit Hits Record,headline,positive
Corporate Credit Risk in U.S. Drops to Lowest Since August,headline,positive
Ireland Successfully Sells Treasury Bills Amid Bank Bailout Stabilization,headline,positive
MSCI World Index Reaches Highest Level Since August,headline,positive
Crude Oil Prices Dip as U.S. Inventory Levels Rise,headline,positive
Treasuries Fall as 10-Year Yield Hits One-Month High,headline,positive
U.S. and Asian Stocks Rise on Economic Optimism,headline,positive
American Wholesale Inventories Increase Significantly,headline,positive
Japan's Economic Growth Exceeds Expectations,headline,positive
S&P 500 Reaches Highest Close in a Month,headline,positive
Oil Prices Rally Above $76 a Barrel,headline,positive
Corn Prices Hit 23-Month High,headline,positive
Deutsche Bank AG May Seek 9 Billion Euro Stock Sale,headline,positive
U.S. Treasury Yields Rise for Third Consecutive Week,headline,positive
U.S. Equity Trading Volume Hits Yearly Low During Rosh Hashanah,headline,positive
"U.S. Wholesaler Sales Climb, Signaling Demand Rebound",headline,positive
Paul Volcker Addresses Global Economic Imbalances,headline,neutral
European Banks Face Capital Raise Concerns Amid New Regulations,headline,positive
Basel Committee Debates Capital Ratio Implementation Period,headline,positive
Japan Revises Q2 Economic Growth Upward to 1.5%,headline,positive
MSCI Emerging Markets Index Rises with South Korea's Kospi Leading,headline,neutral
Crude Oil Futures Surge After Chinese Import Data and U.S. Pipeline Leak,headline,positive
"Major Currencies Gain Against Yen, Swiss Franc, and Dollar",headline,negative
"Gold Futures Decline, Ending Weeks-Long Rally",headline,neutral
U.S. Corn Crop Forecast to Shrink Due to Weather Conditions,headline,positive
Stocks Rise as S&P 500 Index Gains for 2010 Amid China's Industrial Output Surge,headline,positive
Dollar Weakens Against Major Currencies as Risk Appetite Increases,headline,negative
Commodities Reach One-Month High; Cotton at Highest Since 1995,headline,positive
U.S. Treasury Yields Fall as Federal Reserve Buys $3.4 Billion in Debt,headline,positive
Banks Given Until 2019 to Meet New Capital Requirements After Basel Compromise,headline,positive
"S&P 500 Achieves Fourth Consecutive Day of Advances, Erases 2010 Losses",headline,positive
Microsoft Corp. Plans Debt Sale to Fund Dividends and Buybacks,headline,positive
"JPMorgan, Bank of America, and Freeport-McMoRan Rally by at Least 3 Percent",headline,positive
Semiconductor Equipment Spending Predicted to Double in 2010,headline,positive
S&P 500's September Rally Nears 7 Percent on Positive U.S. Job and Manufacturing Data,headline,positive
"Warren Buffett Dismisses Double-Dip Recession Concerns, Sees Business Growth",headline,positive
Goldman Sachs and PIMCO Anticipate Fed's Quantitative Easing to Prevent Recession,headline,positive
"Bond Investors Bet on Lower Treasury Yields, Echoing 1950s Levels",headline,positive
Deutsche Bank to Raise Capital for Postbank Acquisition and to Meet Capital Rules,headline,positive
MSCI Emerging Markets Index Gains Following 2010 Low,headline,positive
Turkish Stocks and Lira Strengthen After Constitutional Referendum Victory,headline,positive
Banco Santander Acquires Majority Stake in Poland's Bank Zachodni WBK,headline,positive
"Crude Oil and Copper Prices Increase, S&P GSCI Total Return Index Up",headline,positive
"Dollar Experiences Significant Loss Against Norwegian Krone, Swedish Krona, and Euro",headline,neutral
Rubber Prices Hit Lowest Since 2009,headline,neutral
Tokyo's Topix Index Caps Week with 3.5 Percent Increase,headline,negative
Taiwan Semiconductor Forecasts Record Sales,headline,positive
South Korea's Kospi Index Ends Six-Day Decline,headline,neutral
IMF Recommends Limited Currency Intervention for South Korea,headline,neutral
Shanghai Composite Index Ends Week with 1.5 Percent Loss,headline,neutral
S&P 500 Records Best Weekly Advance Since July,headline,neutral
U.S. Manufacturing Growth Hits Seven-Month High,headline,neutral
Fed Chair Yellen Reaffirms Support for Economic Recovery,headline,neutral
Global Rubber Surplus Concerns Drive Futures to 2009 Levels,headline,neutral
U.S. Stocks Rise to Five-Week Highs on M&A Speculation,headline,positive
Ten-Year Treasury Yields Increase to 2.72%,headline,positive
Japanese Yen Weakens After Government Intervention,headline,neutral
Health-Care and Technology Sectors Lead S&P 500 Gains,headline,positive
Travelers Cos. to Increase Share Buybacks; Shares Up 2.9%,headline,positive
Microsoft Corp. Plans Debt Sale to Fund Dividends and Buybacks,headline,neutral
"Health-Care Stocks Hit Highest Level Since May, Takeover Activity Expected",headline,positive
Japan's Finance Ministry Targets 82 Yen/Dollar Exchange Rate,headline,neutral
Yuan Reaches Strongest Level Since 1993 After PBOC Fixing,headline,negative
Nikkei 225 Jumps 2.3% on Exporter Buying,headline,neutral
Crude Oil Prices Drop After Pipeline Restart Announcement,headline,neutral
China May Raise Bank Capital Adequacy Ratios to 15% by 2022,headline,neutral
Stocks Decline as FedEx Profit Forecast Misses Estimates,headline,negative
Gold Prices Reach Record High Amid Market Uncertainty,headline,positive
Oil Prices Dip Below $75 a Barrel,headline,negative
Apple Inc. Shares Surge Before iPad Release in China,headline,positive
"FedEx Plans to Eliminate 1,700 Jobs Amid Cost-Cutting Measures",headline,negative
"U.S. Jobless Claims Drop to Two-Month Low, Signaling Job Market Improvement",headline,neutral
Philadelphia Fed Index Shows Economic Improvement in September,headline,neutral
S&P 500 Valuation Nears Lowest Since March 2009,headline,neutral
Stoxx Europe 600 Index and Shanghai Composite Index Suffer Losses,headline,negative
Goldman Sachs Comments on China's Banking Capital Rules Impacting Loan Growth,headline,neutral
Yen Fluctuates Near Two-Week Low After Japan Intervenes in Forex Market,headline,negative
China's Yuan Strengthens as U.S. Considers Pressuring for Faster Appreciation,headline,negative
Swiss Franc Weakens as National Bank Holds Interest Rates Steady,headline,negative
New Zealand Dollar Falls After Central Bank Rate Decision,headline,negative
October Crude Oil and Gasoline Prices Fall on Slowing U.S. Demand,headline,negative
"Tin Prices Hit Two-Year High, Copper Rises on Weaker Dollar",headline,positive
"Long-Term U.S. Bond Yields Increase, Bill Gross Cuts Government Debt Holdings",headline,negative
Foreign Investors Increase Purchases of U.S. Stocks and Bonds in July,headline,neutral
U.S. Stocks Rise on Strong Technology Earnings Amidst Consumer Confidence Drop,headline,positive
Treasuries Gain as European Debt Concerns Intensify,headline,neutral
Oil Prices Decline for Fourth Consecutive Day,headline,negative
"S&P 500 Hits Six-Week High, Led by Technology Sector Rally",headline,positive
Oracle and Research In Motion Sales Forecasts Exceed Analysts' Expectations,headline,positive
Quadruple Witching Influences U.S. Stock Market Volatility,headline,positive
Deere & Co. and Caterpillar Inc. Stocks Surge on Positive Industry Developments,headline,positive
"U.S. Consumer Sentiment Falls, Contrary to Economists' Expectations",headline,neutral
Irish and Portuguese Bond Yields Spike Amidst Financial Concerns,headline,neutral
Ireland's Finance Minister Asserts No Difficulty in Raising Funds Despite Speculation,headline,neutral
"IMF Reassures Ireland's Banking Crisis Measures, Denies Need for Financing",headline,neutral
Euro Weakens Against Major Currencies Amidst European Financial Uncertainty,headline,neutral
"Stoxx Europe 600 Index Falls, Ending Week on Decline",headline,neutral
Johnson & Johnson Proposes Takeover of Vaccine Maker Crucell NV,headline,positive
Gold Prices Hit Record High Amidst Market Turmoil,headline,neutral
Copper Prices Reach Five-Month Peak as Inventories Shrink,headline,positive
S&P 500 Hits Four-Month Peak Amid Corporate Takeovers and Earnings,headline,positive
Irish and Portuguese Bond Yields Surge to Record Highs,headline,negative
"Lennar Corp. Exceeds Profit Expectations, Shares Jump",headline,positive
IBM Announces $1.7 Billion Acquisition of Netezza Corp.,headline,positive
"U.S. Recession Officially Ended in June 2009, NBER States",headline,positive
Freeport-McMoRan Stock Climbs on Goldman Sachs Buy Recommendation,headline,positive
Treasuries Gain as Federal Reserve Considers More Quantitative Easing,headline,positive
Dollar Weakens as Risk Appetite Increases in Markets,headline,neutral
Australian Dollar Strengthens on Potential Interest Rate Hikes,headline,positive
Gold Futures Reach Record High Amid Economic Stimulus Concerns,headline,neutral
Global Markets Rally as Macron Leads French Presidential Race,headline,positive
"U.S. Stocks Rise, Treasuries and Gold Decline Post-French Vote",headline,positive
European Shares Hit 17-Month High; Euro and Yen See Volatility,headline,neutral
Macron Favored to Win French Presidency Over Le Pen,headline,positive
Investors Optimistic as Macron Supports EU Stability,headline,positive
Trump to Announce Tax Reform Plan on April 26,headline,neutral
Potential U.S. Government Shutdown Looms on April 29,headline,neutral
North Korea Military Anniversary Raises Global Tensions,headline,neutral
Tech Giants Among Companies to Release Earnings This Week,headline,neutral
ECB Monetary Policy Meeting Set for Thursday with No Expected Changes,headline,neutral
U.S. GDP Growth Slows to 1.5% in First Quarter Projections,headline,neutral
"S&P 500 Nears Record High, Dow Jones Also Gains",headline,neutral
French CAC 40 Surges 4.1% Following Election Results,headline,neutral
European Stock Volatility Drops Significantly After French Vote,headline,neutral
Akzo Nobel Shares Reach Highest Level Since 2008 After Takeover Bid,headline,neutral
Bloomberg Dollar Index Falls; Euro and Scandinavian Currencies Rally,headline,positive
French Bond Yields Drop as European Bonds Rally Post-Election,headline,positive
"Gold Prices Dip, Oil Drops Amid OPEC Supply Cut Discussions",headline,neutral
Shanghai Composite Sees Largest Drop This Year on Trading Crackdown Fears,headline,neutral
Japanese Topix Index Rises After Positive Weekly Performance,headline,neutral
Bonds Rise as Fed Considers Expanding Balance Sheet,headline,neutral
Dollar Index Hits Six-Month Low Amid Fed Speculation,headline,neutral
"Gold Reaches Record High, Anticipating Fed Cash Infusion",headline,neutral
U.S. Stocks Decline While Emerging Markets Rally,headline,neutral
10-Year Treasury Yields Drop to Three-Week Low,headline,negative
PIMCO CEO El-Erian Comments on Fed's Economic Outlook Acknowledgment,headline,neutral
Negative Yields on Five-Year TIPS as Inflation Remains Low,headline,neutral
S&P 500 Falls Due to Tech and Financial Sector Weakness,headline,neutral
Adobe Systems Inc. Shares Drop After Sales Forecast Misses Estimates,headline,negative
Morgan Stanley and Goldman Sachs Downgraded by Deutsche Bank,headline,negative
"U.S. Investors View President Obama as Anti-Business, Poll Shows",headline,neutral
German and French 10-Year Bond Yields Decrease,headline,neutral
Asian Stocks Hit Five-Month High on Positive Economic Indicators,headline,neutral
CSL Ltd. Shares Up on Competitor Product Recall,headline,positive
Gold Futures Hit Record High for Fifth Consecutive Day,headline,neutral
"Dollar Weakens Against Major Currencies, Euro Rises",headline,neutral
Crude Oil Prices Dip Following Unexpected Inventory Increase,headline,positive
Copper Prices Surge to Five-Month High as Dollar Declines,headline,positive
Lumber Prices Hit Three-Month High After U.S. Housing Starts Increase,headline,neutral
MSCI Emerging Markets Index at Highest Since July 2008,headline,neutral
South African Rand and Asian Currencies Strengthen Against Dollar,headline,neutral
U.S. Stocks Fall Sharply Amid Global Recovery Concerns,headline,negative
"Irish Economy Unexpectedly Contracts, Bonds Slide",headline,negative
S&P 500 Records Biggest Drop in Two Weeks,headline,negative
Gold Prices Near Record High as Investors Seek Safety,headline,neutral
U.S. Jobless Claims Rise Unexpectedly,headline,negative
Bank of America Cuts Profit Estimates for Major Banks,headline,negative
Former Fed Chair Volcker Criticizes Mortgage Market,headline,negative
Financial Sector Leads Decline in U.S. Equities,headline,negative
"Analyst Dick Bove Lowers Earnings Estimates for Goldman Sachs, Morgan Stanley",headline,negative
"U.S. Home Sales Improve, Economic Indicators Beat Forecasts",headline,negative
Treasury Yields Dip as Investors Favor Bonds,headline,neutral
European Banks Drag Down Stoxx Europe 600 Index,headline,negative
German Bond Yields Hit Lowest Point Since Early September,headline,negative
Irish Bond Yields and Default Swaps Surge Amid Debt Concerns,headline,negative
European Service and Manufacturing Growth Slows More Than Expected,headline,negative
New Zealand Dollar Weakens as GDP Growth Disappoints,headline,negative
"Emerging Markets Stocks Rise, MSCI Index Hits Two-Year High",headline,neutral
Brazil's Petrobras Conducts Record $78 Billion Share Sale,headline,positive
"Crude Oil Futures Gain, Commodities Index Rises",headline,neutral
"Ireland's GDP Shrinks in Q2, Raising European Debt Worries",headline,negative
U.S. Stocks Surge to Highest Levels Since May,headline,positive
Treasuries Retreat Amid Positive Durable Goods Data,headline,positive
Silver Reaches 30-Year High,headline,positive
German Business Confidence Rises Unexpectedly,headline,positive
Nike Shares Hit Record Close After Earnings Beat Estimates,headline,positive
"Alcoa, Caterpillar, and Bank of America Lead Dow Gains",headline,positive
Capital Goods Orders Indicate Strong Economic Growth,headline,positive
Euro Surges to Five-Month High Against Dollar,headline,neutral
Swiss Franc Reaches Record High Versus U.S. Currency,headline,positive
European Sovereign Debt Concerns Affect Bond Spreads,headline,positive
MSCI Emerging Markets Index Hits Highest Level Since 2008,headline,positive
Petrobras Raises $70 Billion for Offshore Development,headline,negative
Samsung Electronics Drops Amid U.S. Revenue Concerns,headline,negative
